rank,title,author,category,monthly_tickets,ip_score,ip_grade
190,九天剑主,火神,玄幻奇幻,50,58.078643443711016,D
191,末世战车，我从自行车开始进化！,张三没疯,科幻,66,58.02169515125701,D
192,剑道仙宗,暮江鱼,武侠仙侠,51,57.8260054045762,D
193,无敌六皇子,梁山老鬼,历史,63,57.8150281029139,D
194,天道天骄,拈花一叶,玄幻奇幻,29,57.805258880148706,D
195,都市传说：远古文明的遗产,听书航海,奇闻异事,135,57.804046340569485,D
196,神国之上,见异思剑,武侠仙侠,47,57.554416697198306,D
197,万物为契,攀龙附凤,玄幻奇幻,38,57.422144589430815,D
198,不朽神途,根本不重,玄幻奇幻,44,57.29119899895172,D
199,九阳天帝,shelley,玄幻奇幻,128,57.241816892430144,D
200,摊牌了，我就是全能巨星,厄夜怪客,都市,81,57.23009823845023,D
201,太古神族,子莫谦,玄幻奇幻,32,57.17191970242485,D
202,最牛重生，人生回档在牙牙学语,三寸刀,都市,121,57.061362858979,D
203,从小媳妇要传宗接代开始,断章,历史,37,57.0558820612897,D
204,金币即是正义,盘古混沌,N次元,46,57.05553300787609,D
205,沧澜仙图,洛水忆浮生,武侠仙侠,32,56.960465499619986,D
206,登天,他曾是少年,武侠仙侠,35,56.914946711036094,D
207,我以道种铸永生,轻浮你一笑,玄幻奇幻,30,56.886179964952255,D
208,焚尸五年，一出关就成了天师,零想,玄幻奇幻,43,56.87483802629874,D
209,绝世强者,我本疯狂,都市,48,56.83240812845339,D
210,超品风水相师,李闲鱼,都市,68,56.77414043926043,D
211,霜雪照曦言,离人听雪,武侠仙侠,68,56.76795270916564,D
212,凶灵秘闻录,北极猎手,奇闻异事,41,56.75235173169979,D
213,星海王座,文坛小学生,科幻,25,56.592741676873814,D
214,出阳神,罗樵森,奇闻异事,46,56.54418909934453,D
215,大造化剑主,六道沉沦,玄幻奇幻,35,56.50748221940102,D
216,柯南之民风淳朴米花町,爱哭的灰太狼,N次元,101,56.45319651225657,D
217,有请剑仙，一剑开天！,小道上山,玄幻奇幻,32,56.443798766762406,D
218,刚下山，就被五位师姐宠上天,面瘫的苏小离,都市,27,56.273806893280444,D
219,重生印尼当财阀,尼罗河,都市,85,56.2563746708309,D
220,特战之王,小舞,都市,19,56.16575947708278,D
221,大明测字天师,万里秋风,历史,46,56.09835766876895,D
222,权力巅峰：从一等功开始平步青云,小熊饼干吖,都市,48,56.07576651644659,D
223,弈剑书,旧山,武侠仙侠,28,56.04904753569994,D
224,出狱既无敌，前妻要离那就离,神无踪,都市,26,55.99633216214381,D
225,剑武狂尊,鸠车竹马,玄幻奇幻,68,55.992526612017755,D
226,星武纪元,醉卧九重云,玄幻奇幻,42,55.97788156842773,D
227,逆天邪神之永夜魔君,叁石平金泽,玄幻奇幻,61,55.894120427440456,D
228,恶灵信息库,北极猎手,奇闻异事,32,55.86544370272754,D
229,嫡子凶猛,梦入山河,历史,27,55.82046035781646,D
230,战神殿,明天没饭吃,都市,23,55.775957793881226,D
231,陵虚血途,姜云,玄幻奇幻,42,55.7417441808979,D
232,无双质子,彼岸菠萝,历史,35,55.72764932106,D
233,笑傲红楼,陕甘总督,历史,76,55.622730959159796,D
234,史上最强师父,炒方便面,玄幻奇幻,24,55.55305081148517,D
235,重生1984：我靠赶海打渔成首富,菠萝炒饭,都市,27,55.5504610626615,D
236,无敌剑域,青鸾峰上,玄幻奇幻,28,55.51333111134771,D
237,无限烽火：坦克大玩家,修理地球,历史,58,55.46712688982559,D
238,一念登天,我在江南等你,都市,57,55.38333972422082,D
239,网游之剑刃舞者,不是闻人,游戏,19,55.355482434294814,D
240,我有一座随身农场,黄土守山人,都市,34,55.30770188616115,D
241,太古第一神,蜗牛狂奔,玄幻奇幻,38,55.21213751840008,D
242,医海沉浮,妙手秀才,现实题材,56,55.20378233037824,D
243,万族之劫：我将埋葬诸天,暗夜幽殇,玄幻奇幻,63,55.19869277474118,D
244,永夜君王,烟雨江南,玄幻奇幻,23,55.18296878690632,D
245,造化图,辰燃,玄幻奇幻,57,55.170405265399246,D
246,超能星武,乱世狂刀,玄幻奇幻,30,55.1606679023016,D
247,我在九零年代做大厨,经年素秋,都市,50,55.156629143221735,D
248,卒舞,我等天黑,武侠仙侠,26,55.13354240581995,D
249,神座之上,星渊,玄幻奇幻,27,55.09890815322122,D
250,穿回古代，我靠医术和推理成就医探双绝,乐福,历史,31,55.07958752525432,D
251,武夫,平生未知寒,武侠仙侠,29,55.07195698644919,D
252,剑道第一仙,萧瑾瑜,玄幻奇幻,23,54.95630156495569,D
253,重生86：人间清醒后，我成了高考状元,厄夜怪客,都市,30,54.87176595588667,D
254,剑道龙皇,落叶挽不住剑,玄幻奇幻,45,54.85283446386889,D
255,军工强国：开局云爆弹洗地,蹦猫哎,都市,42,54.83508627688286,D
256,寒门帝师,我是泡泡,历史,39,54.83039391661006,D
257,九龙夺嫡：废材成皇,白芲,历史,40,54.81418862965888,D
258,我做销售的那些年,沧海横流,都市,43,54.79250208135452,D
259,暗巷3：浴火,莫白1,都市,39,54.684816051733975,D
260,猎天争锋,睡秋,玄幻奇幻,23,54.65770142926629,D
261,长河锁浪,奕辰辰,现实题材,30,54.64437086431736,D
262,都市大医仙,超爽黑啤,都市,36,54.59154290292208,D
263,神魔武帝,缃竹,武侠仙侠,45,54.544505997407086,D
264,斩妖,麻辣白菜,武侠仙侠,34,54.52784161654252,D
265,重生朱厚照，缔造巅峰大明,寒梅惊雪,历史,41,54.43064099128893,D
266,我在漫威抡魔杖,南山豆稀,N次元,35,54.41337419719992,D
267,十代掌门,阿布有糖,武侠仙侠,31,54.41202403532835,D
268,望仙门,门外秋千,武侠仙侠,22,54.37304710569245,D
269,逐元,名剑山庄,历史,23,54.29820493907352,D
270,家兄朱允炆，请陛下赴死！,相遇依旧,历史,46,54.29695946566333,D
271,大乾边关一小卒,纸花船,历史,39,54.2903234854437,D
272,功高盖主被猜忌？我转投敌营,猛吃八大碗,历史,44,54.216428034394454,D
273,东北：老仙驾到,再见神乐,奇闻异事,44,54.16468989341622,D
274,徒儿你太无敌了，求求你下山去吧,神笔马丁爷,都市,30,54.13567639328566,D
275,敕令,昆仑妖道,奇闻异事,24,54.069589301649955,D
276,重生于红楼末年,陕甘总督,历史,36,54.05833415578695,D
277,最强锦衣,樱花浅笑,历史,37,53.99988871876056,D
278,天降鬼才,武异,玄幻奇幻,18,53.98463609460522,D
279,万倍返还，我收徒百无禁忌,淡味冰淇淋,玄幻奇幻,21,53.964846125770784,D
280,一天突破十二境，你跟我退婚？,肥龙果酱,玄幻奇幻,42,53.96155456873106,D
281,机战：全金属风暴,辰燃,科幻,25,53.91934383847917,D
282,大道神主,呆滞的鸡蛋,玄幻奇幻,22,53.90089626402202,D
283,绝世剑神：君临天下,一剑飘雪,玄幻奇幻,25,53.89182792333342,D
284,风起宁古塔,浪子边城,历史,34,53.86025595926237,D
285,奇门女镖师,羽一木,武侠仙侠,24,53.79973762194089,D
286,一剑吞鸿,曹家大官人,武侠仙侠,19,53.79737210145233,D
287,一剑绝世,贪睡的龙,玄幻奇幻,24,53.7656728276338,D
288,书生笑,妄言鱼,武侠仙侠,22,53.72732570711261,D
289,大金乌,毒尧,玄幻奇幻,34,53.67610963132286,D
290,以雷霆杀穿末日,一条小菜鸡,科幻,24,53.64396769411442,D
291,当县令十年，下属非要给我黄袍加身,入夜未眠,历史,33,53.63987634551975,D
292,汉威四海,逍遥狸猫神,历史,35,53.58809703766857,D
293,大明：家妻上将军,心中下雨,历史,19,53.58790144122354,D
294,一剑独尊,青鸾峰上,玄幻奇幻,19,53.547814713315375,D
295,金刀侠,潇洒老弟,武侠仙侠,31,53.43807709071385,D
296,红警：心灵终结,水水水竹子,N次元,22,53.320023239154146,D
297,朝天子,风尘落雨,历史,26,53.31738490521921,D
298,乾坤塔,新闻工作者,玄幻奇幻,27,53.140696586821605,D
299,都市无敌仙,落雨辰,都市,30,53.13257974770931,D
300,杀生仙道,夜如明,玄幻奇幻,23,53.03183717313398,D
301,宰执天下,cuslaa,历史,18,52.9805230196624,D
302,都市全能狂医,吃蟑螂药的小强,都市,23,52.92372980540631,D
303,黑暗圣光,橙色装备,N次元,27,52.90365042404799,D
