title,author,category,abstract,status,platform,word_count,popularity,interaction,finance,fans_count,week_recommend
不科学御兽,轻泉流响,玄幻,新书《御兽之王》已上传！,完结,Qidian,4032900,3149370,2562600,247,1,194
重生之似水流年,苍山月,都市,一个伤痕累累的中年灵魂倒退回时光里，拥抱98年的斑驳阳光。,完结,Qidian,3846200,1046508,1109200,196,3,158
这游戏也太真实了,晨星LL,科幻,这游戏也太真实了叭！,完结,Qidian,6920300,4513001,4855700,2615,6,1257
这个明星很想退休,幼儿园一把手,都市,那一年，整个文娱行业的发展，开始进入到停滞不前的状态，甚至隐隐有行业倒退迹象。,完结,Qidian,2854600,638328,1858700,30,2,65
深空彼岸,辰东,都市,浩瀚的宇宙中，一片星系的生灭，也不过是刹那的斑驳流光。,完结,Qidian,5341799,3908431,9812000,505,0,532
轮回乐园,那一只蚊子,轻小说,苏晓签订轮回契约，进入各个世界执行任务。,连载,Qidian,14483100,3472519,14608800,8102,42,5875
长夜余火,爱潜水的乌贼,玄幻,灰土上所有人都相信，埋葬在危险和饥荒中的某个遗迹深处，有通往新世界的道路，只要能找到一把独特的钥匙，打开那扇门，就能进入新世界。,完结,Qidian,2812500,1712664,7837900,227,0,242
我有一棵神话树,南瞻台,玄幻,无垠蛮荒，亿万巨族林立，埋葬无数隐秘，人族势弱，食不果腹，受万族欺压。,完结,Qidian,4470400,622218,1020000,1,0,0
大梦主,忘语,仙侠,一个从小体弱多病的富商之子，在寻求续命之法时，意外走上了修仙登天之路！,完结,Qidian,4367500,1077642,31267199,30,0,37
昆仑第一圣,怕辣的红椒,玄幻,大荒世界神魔遍地。,完结,Qidian,1211200,0,95500,8,0,4
黎明之剑,远瞳,科幻,高文穿越了，但穿越的时候稍微出了点问题。,完结,Qidian,6332700,1547495,12893699,3009,11,1008
朕,王梓钧,历史,回到明末，沦落为奴。,完结,Qidian,3467400,1418525,1503000,141,2,54
全职艺术家,我最白,都市,“音乐、影视、绘画、书法、雕塑、文学……”,完结,Qidian,3599900,819142,2452100,91,0,153
这个人仙太过正经,言归正传,仙侠,半神之躯，比肩凡人！,完结,Qidian,2753800,1446298,12621600,34,0,54
赤心巡天,情何以甚,仙侠,（《赤心巡天》实体书已在全网发售。）,连载,Qidian,10427800,3871039,7446200,29494,36,11500
洪主,烽仙,仙侠,大江东去，洗不尽人族英雄血。,完结,Qidian,5465000,0,319500,20,0,0
大魏读书人,七月未时,仙侠,武昌元年。,完结,Qidian,2402400,1365123,3012799,2,1,0
术师手册,听日,轻小说,1668年，我所在的城市被评为全国治安最好的地区。,完结,Qidian,4364300,1260176,1052400,318,2,108
神话版三国,坟土荒草,历史,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？,连载,Qidian,23244699,1120081,11325600,8565,16,6495
镇妖博物馆,阎ZK,悬疑,世之反常为妖,完结,Qidian,5053900,3892370,1230000,126,2,180
我用闲书成圣人,出走八万里,仙侠,开局一口棺材。,完结,Qidian,4191800,1288263,802099,137,0,49
东晋北府一丘八,指云笑天道1,历史,历史的车轮滚过波澜壮阔的三国时代，中原大地迎来了百年未遇的和平，人们都以为盛世即将来临，可谁都没想到，等来的却是一场汉人永远也不愿面对的千年恶梦。,完结,Qidian,11849000,758856,1053900,0,0,37
嘉佑嬉事,血红,仙侠,在确保自身安全的前提下,连载,Qidian,5074600,0,20500400,6,0,0
明克街13号,纯洁滴小龙,都市,我喜欢坐在夜晚空无一人的大街上，听着“他们”的窃窃私语，享受着“他们”的喧嚣。,完结,Qidian,5532000,2288504,3348500,315,0,84
稳住别浪,跳舞,都市,天堂打烊，地狱满员。,完结,Qidian,3567200,1677092,2846800,93,1,215
十方武圣,滚开,玄幻,新书～绝境黑夜，诡异世界惟我独仙，感兴趣的可搜索阅读。,完结,Qidian,2913300,583259,2037800,107,2,50
我真不想跟神仙打架,中秋月明,都市,重回90年代，那个神仙打架的纯真时光，荆小强用他那天下无敌的手感跟嗓子，泰山崩于前而色不改的无聊心态，当了个顶尖文艺工作上班族，打卡上台，打卡下班，什么顶礼膜拜，什么歌坛荣耀可去他的吧,完结,Qidian,5127800,0,1514500,11,0,36
天启预报,风月,奇幻,“我想要挨一顿毒打……”,完结,Qidian,6297600,3042161,2200600,926,1,207
宇宙职业选手,我吃西红柿,科幻,继《莽荒纪》《吞噬星空》《盘龙》《雪鹰领主》《星辰变》等之后，番茄的第11本小说。,完结,Qidian,2000400,1530543,2851500,115,1,144
禁区之狐,林海听涛,体育,“胡莱先生，当今足坛像您这样只会进球的前锋生存空间越来越狭窄……但尽管如此，您还是取得了耀眼的成就，请问您的成功秘诀是什么呢？”,完结,Qidian,7828200,0,2047400,81,2,91
全属性武道,莫入江湖,玄幻,时空裂缝连通异界，武道时代降临！,连载,Qidian,11963000,0,824400,243,0,274
某霍格沃茨的魔文教授,韩游思,轻小说,从霍格沃茨毕业三年后，菲利克斯再次走进这座魔法学校，只不过这一次，他是以教授的身份！,完结,Qidian,2400900,0,477900,96,3,115
艾泽拉斯阴影轨迹,帅犬弗兰克,游戏,（新书《我的玩家好凶猛》、《美漫世界黎明轨迹》已经上传，欢迎移步赏读~）,完结,Qidian,8647500,0,380700,55,0,21
神秘复苏,佛前献花,悬疑,“我叫杨间，当你看到这句话的时候我已经死了......”,完结,Qidian,5315500,3514686,4177000,5121,38,1867
视死如归魏君子,平层,轻小说,魏君确认自己被杀死后就能直接无敌，于是他开始疯狂的作死。,完结,Qidian,3011100,974956,423600,39,0,23
长生志异,真愚老人,仙侠,长生天朝，天命九年。,完结,Qidian,2669400,0,404200,10,0,7
回到2002当医生,真熊初墨,都市,立志征服癌症、解决人间疾痛的周从文在推广粒子置入术的时候遭遇车祸，出师未捷身先死。但却阴差阳错，回到2002年，回到上一世刚参加工作，因为拒绝老主任的酒被PUA，人生跌入谷底的年代。,完结,Qidian,3451500,0,517700,0,0,15
警探长,奉义天涯,现实,案中案，局中局，曲折离奇却又理所当然。,完结,Qidian,2910899,1259738,419400,71,0,67
神秘之劫,文抄公,游戏,神秘复苏，诸神黎明，一定是好事么？,完结,Qidian,2880800,490780,587000,24,0,17
我不是野人,孑与2,历史,这一次，不问成绩，只问本心，这一次只想好好写一回书，这一次写的是希望，写的是我心中最深的梦想，我真的好想认认真真的穿越一次，真真切切的在梦里活一次。,完结,Qidian,1415600,0,872900,3,0,24
芝加哥1990,齐可休,轻小说,穿越、90年代、芝加哥、美娱、作曲、编剧、制片、传媒集团,完结,Qidian,4920900,410558,2646300,119,0,103
诡秘之主,爱潜水的乌贼,玄幻,诡秘之主动画已经在腾讯视频上播出，欢迎大家前去观看！,完结,Qidian,4467700,17574105,36003100,28620,163,14900
加一个，我不太会打,葛洛夫街兄弟,体育,世纪初，OK横扫千军、活塞蓝领无敌、马刺单数年必胜、太阳快打旋风，篮球世界百家争鸣。李昂微微一笑，看着各位大哥：“加一个吧，我不太会打~”,完结,Qidian,3744800,0,230600,3,0,0
夜的命名术,会说话的肘子,都市,蓝与紫的霓虹中，浓密的钢铁苍穹下，数据洪流的前端，是科技革命之后的世界，也是现实与虚幻的分界。,完结,Qidian,3967400,6362120,7976100,614,8,309
明克街13号,纯洁滴小龙,都市,我喜欢坐在夜晚空无一人的大街上，听着“他们”的窃窃私语，享受着“他们”的喧嚣。,完结,Qidian,5532000,2288504,3348500,315,0,84
星门,老鹰吃小鸡,玄幻,传说，在那古老的星空深处，伫立着一道血与火侵染的红色之门。,完结,Qidian,6478200,2714322,4447800,349,1,205
从红月开始,黑山老鬼,科幻,红月亮出现在天上的那一刻开始，全世界的人都成了疯子。,完结,Qidian,3033700,3710787,1166700,202,0,87
黎明之剑,远瞳,科幻,高文穿越了，但穿越的时候稍微出了点问题。,完结,Qidian,6332700,1547495,12893699,3009,11,1008
重生之似水流年,苍山月,都市,一个伤痕累累的中年灵魂倒退回时光里，拥抱98年的斑驳阳光。,完结,Qidian,3846200,1046508,1109200,196,3,158
不科学御兽,轻泉流响,玄幻,新书《御兽之王》已上传！,完结,Qidian,4032900,3149370,2562600,247,1,194
东晋北府一丘八,指云笑天道1,历史,历史的车轮滚过波澜壮阔的三国时代，中原大地迎来了百年未遇的和平，人们都以为盛世即将来临，可谁都没想到，等来的却是一场汉人永远也不愿面对的千年恶梦。,完结,Qidian,11849000,758856,1053900,0,0,37
大周不良人,一袖乾坤,仙侠,大周帝国，儒、释、道、武、魔五大修行体系并立。,完结,Qidian,10322100,0,540200,0,0,3
修仙：从心动大律师开始,脸圆的狐狸,仙侠,律师者：,连载,Qidian,3520500,0,87500,0,0,0
我眼中住着神魔,白杨大,玄幻,本书又名《我只想做个小领主，却成为了大boss》,连载,Qidian,81300,0,352800,0,0,0
大梦主,忘语,仙侠,一个从小体弱多病的富商之子，在寻求续命之法时，意外走上了修仙登天之路！,完结,Qidian,4367500,1077642,31267199,30,0,37
芝加哥1990,齐可休,轻小说,穿越、90年代、芝加哥、美娱、作曲、编剧、制片、传媒集团,完结,Qidian,4920900,410558,2646300,119,0,103
我真没想当训练家啊,北川南海,轻小说,现在站在你面前的是——,完结,Qidian,3024500,501534,825100,231,0,106
这游戏也太真实了,晨星LL,科幻,这游戏也太真实了叭！,完结,Qidian,6920300,4513001,4855700,2615,6,1258
影帝他不想当太监,江公子阿宝,都市,我以后再也不要做太监了！,完结,Qidian,3580700,0,712099,10,0,22
轮回乐园,那一只蚊子,轻小说,苏晓签订轮回契约，进入各个世界执行任务。,连载,Qidian,14483100,3472519,14608800,8104,42,5890
宇宙职业选手,我吃西红柿,科幻,继《莽荒纪》《吞噬星空》《盘龙》《雪鹰领主》《星辰变》等之后，番茄的第11本小说。,完结,Qidian,2000400,1530543,2851500,115,1,144
深空彼岸,辰东,都市,浩瀚的宇宙中，一片星系的生灭，也不过是刹那的斑驳流光。,完结,Qidian,5341799,3908431,9812000,505,0,532
人族镇守使,白驹易逝,玄幻,重活一世，沈长青成为大秦镇魔司一员，此时恰逢妖魔乱世，诡怪猖獗——,连载,Qidian,11716000,737180,14990700,2094,0,784
长夜余火,爱潜水的乌贼,玄幻,灰土上所有人都相信，埋葬在危险和饥荒中的某个遗迹深处，有通往新世界的道路，只要能找到一把独特的钥匙，打开那扇门，就能进入新世界。,完结,Qidian,2812500,1712664,7837900,227,0,242
巡天妖捕,寂寞我独走,仙侠,人鬼殊途，阴木配婚，鹄女报恩，百鬼夜行，还有爱吃肝肾美其名曰水木相生、别有风味的狐妖......,连载,Qidian,2899100,0,4965600,0,0,0
我的世界交易所,只一拳,轻小说,“亲爱的玩家，请您撸树。”,完结,Qidian,374700,0,1695,0,0,0
这个领主大人非常科学,白浩者,奇幻,林可想退后。,完结,Qidian,2068300,0,49900,0,0,0
活不过二十，所以十九岁无敌了！,颜值作者,玄幻,陆光穿越万族入侵的世界。,连载,Qidian,178100,0,815,0,0,0
全职艺术家,我最白,都市,“音乐、影视、绘画、书法、雕塑、文学……”,完结,Qidian,3599900,819142,2452100,91,0,157
我只能和S级女神谈恋爱,唐小虾,轻小说,平凡大学生沈顾在发现成为“备胎”后，获得系统逐步走上人生巅峰的故事……,完结,Qidian,1003400,0,153700,0,0,0
火爆娱乐圈，你管这叫一点点爱好,观云海,都市,(高定过万，精品文娱，走过路过不要错过）,连载,Qidian,2565400,0,59800,0,0,8
横推怪异世界九万里,酱油很甜,仙侠,山神，河伯，井神，城隍，山精，野怪，鬼魅，魑魅魍魉。（无系统文。）,连载,Qidian,663600,0,7443,0,0,0
术师手册,听日,轻小说,1668年，我所在的城市被评为全国治安最好的地区。,完结,Qidian,4364300,0,1052400,318,2,108
朕,王梓钧,历史,回到明末，沦落为奴。,完结,Qidian,3467400,1418525,1503000,141,2,56
第一玩家,流泪猫安头,游戏,【如果全人类把希望寄托给一个人，文明就会好走吗？】,连载,Qidian,6817700,1106271,1071100,868,8,1309
放肆！贫僧要渡化你,万相之王,仙侠,一朝穿越，见到大象一般大的老鼠拿蚺蟒当辣条啃。,完结,Qidian,588600,554917,61200,0,0,0
回到三国战五胡,仗剑至天涯,历史,这是东汉末年的时代，又不同于记忆中的那个东汉末年。,完结,Qidian,2104000,0,10300,0,0,0
天启预报,风月,奇幻,“我想要挨一顿毒打……”,完结,Qidian,6297600,3042161,2200600,926,1,207
这个人仙太过正经,言归正传,仙侠,半神之躯，比肩凡人！,完结,Qidian,2753800,1446298,12621600,34,0,54
灵气复苏，我从种田开始修仙,壹言为定,科幻,别人穿越修真，一路金手指挂到底；,连载,Qidian,5462100,0,271400,0,0,0
这个明星很想退休,幼儿园一把手,都市,那一年，整个文娱行业的发展，开始进入到停滞不前的状态，甚至隐隐有行业倒退迹象。,完结,Qidian,2854600,638328,1858700,30,2,65
我的云养女友,常世,轻小说,【起点四万订作品，品质保证，放心阅读】,完结,Qidian,2188300,0,189500,2,0,5
吕布的人生模拟器,会说话的胡子,历史,你相信吗？,完结,Qidian,2257800,0,326200,46,0,16
我在玄幻世界冒充天机神算,残剑,玄幻,简介一：这是一个黑暗动乱、道德沦丧的玄幻世界。,完结,Qidian,10520000,421376,4059000,0,0,4
禁区之狐,林海听涛,体育,“胡莱先生，当今足坛像您这样只会进球的前锋生存空间越来越狭窄……但尽管如此，您还是取得了耀眼的成就，请问您的成功秘诀是什么呢？”,完结,Qidian,7828200,0,2047400,81,2,91
神秘复苏,佛前献花,悬疑,“我叫杨间，当你看到这句话的时候我已经死了......”,完结,Qidian,5315500,3514686,4177000,5121,38,1877
赛博飞仙传,伏雨辰星,科幻,太阳造物、机械义肢，难以想象的玄奇科技充斥着世界的每个角落。,完结,Qidian,1156400,0,5418,0,0,0
十方武圣,滚开,玄幻,新书～绝境黑夜，诡异世界惟我独仙，感兴趣的可搜索阅读。,完结,Qidian,2913300,583259,2037800,107,2,50
我真不想跟神仙打架,中秋月明,都市,重回90年代，那个神仙打架的纯真时光，荆小强用他那天下无敌的手感跟嗓子，泰山崩于前而色不改的无聊心态，当了个顶尖文艺工作上班族，打卡上台，打卡下班，什么顶礼膜拜，什么歌坛荣耀可去他的吧,完结,Qidian,5127800,0,1514500,11,0,36
重燃2001,万古青天一株柳,都市,投行大佬吴楚之，功成名就后回归校园，却意外重生，睁开眼发现自己身处高考考场，而监考老师正神色不善的向他走来……,完结,Qidian,3340299,493837,3491900,4,0,30
某霍格沃茨的魔文教授,韩游思,轻小说,从霍格沃茨毕业三年后，菲利克斯再次走进这座魔法学校，只不过这一次，他是以教授的身份！,完结,Qidian,2400900,0,478000,96,3,120
大奉打更人,卖报小郎君,仙侠,《大奉打更人》（第一卷）实体书已在天猫、当当、京东等全平台，以及各个实体书店发售。,完结,Qidian,3801000,9163535,9603700,1157,7,632
黜龙,榴弹怕水,历史,此方天地有龙。,完结,Qidian,3961800,682853,1848500,1134,0,496
夜的命名术,会说话的肘子,都市,蓝与紫的霓虹中，浓密的钢铁苍穹下，数据洪流的前端，是科技革命之后的世界，也是现实与虚幻的分界。,完结,Qidian,3967400,6362120,7976100,614,8,309
星门,老鹰吃小鸡,玄幻,传说，在那古老的星空深处，伫立着一道血与火侵染的红色之门。,完结,Qidian,6478200,2714322,4447800,349,1,205
明克街13号,纯洁滴小龙,都市,我喜欢坐在夜晚空无一人的大街上，听着“他们”的窃窃私语，享受着“他们”的喧嚣。,完结,Qidian,5532000,2288504,3348500,315,0,84
不科学御兽,轻泉流响,玄幻,新书《御兽之王》已上传！,完结,Qidian,4032900,3149370,2562600,247,1,194
大魏读书人,七月未时,仙侠,武昌元年。,完结,Qidian,2402400,1365123,3012799,2,1,0
宇宙职业选手,我吃西红柿,科幻,继《莽荒纪》《吞噬星空》《盘龙》《雪鹰领主》《星辰变》等之后，番茄的第11本小说。,完结,Qidian,2000400,1530543,2851500,115,1,144
术师手册,听日,轻小说,1668年，我所在的城市被评为全国治安最好的地区。,完结,Qidian,4364300,1260176,1052400,318,2,108
全职艺术家,我最白,都市,“音乐、影视、绘画、书法、雕塑、文学……”,完结,Qidian,3599900,819142,2452100,91,0,157
我就是不按套路出牌,百分之七,轻小说,一场大战之后，漂亮师姐在你面前娇羞的抬起脸，并缓缓闭了眼睛，这时候你……,完结,Qidian,2595200,1250640,646200,67,1,50
我的基因无限进化,青空洗雨,玄幻,科技与超凡并存的世界，魔兽肆虐，万族征战，异化频起，危机四伏。好在人族在十六岁到十八岁期间有机会激活基因链，成为基因战士。,完结,Qidian,1522800,0,56400,0,0,0
视死如归魏君子,平层,轻小说,魏君确认自己被杀死后就能直接无敌，于是他开始疯狂的作死。,完结,Qidian,3011100,0,423600,39,0,23
大梦主,忘语,仙侠,一个从小体弱多病的富商之子，在寻求续命之法时，意外走上了修仙登天之路！,完结,Qidian,4367500,0,31267199,30,0,37
我的治愈系游戏,我会修空调,悬疑,警察同志，如果我说这是一款休闲治愈系游戏，你们信吗？,完结,Qidian,3265400,3502502,2901100,492,1,420
黎明之剑,远瞳,科幻,高文穿越了，但穿越的时候稍微出了点问题。,完结,Qidian,6332700,1547495,12893699,3009,11,1008
赤心巡天,情何以甚,仙侠,（《赤心巡天》实体书已在全网发售。）,连载,Qidian,10427800,3871039,7446200,29496,36,11500
女主从书里跑出来了怎么办,姬叉,都市,楚戈是个后宫文写手。,完结,Qidian,1449600,598379,460000,81,2,91
黜龙,榴弹怕水,历史,此方天地有龙。,完结,Qidian,3961800,682853,1848500,1134,0,496
神话版三国,坟土荒草,历史,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？,连载,Qidian,23244699,1120081,11325600,8591,16,6501
艾泽拉斯阴影轨迹,帅犬弗兰克,游戏,（新书《我的玩家好凶猛》、《美漫世界黎明轨迹》已经上传，欢迎移步赏读~）,完结,Qidian,8647500,0,380700,55,0,21
镇妖博物馆,阎ZK,悬疑,世之反常为妖,完结,Qidian,5053900,3892370,1230000,126,2,180
朕,王梓钧,历史,回到明末，沦落为奴。,完结,Qidian,3467400,1418525,1503000,141,2,56
这个明星很想退休,幼儿园一把手,都市,那一年，整个文娱行业的发展，开始进入到停滞不前的状态，甚至隐隐有行业倒退迹象。,完结,Qidian,2854600,638328,1858700,30,2,65
天启预报,风月,奇幻,“我想要挨一顿毒打……”,完结,Qidian,6297600,3042161,2200600,926,1,207
LOL：这个男人太强了！,一片苏叶,游戏,李昊，有人叫他日天哥，还有人喊他蔑视哥。,完结,Qidian,3247600,627538,358100,5,0,6
重燃2001,万古青天一株柳,都市,投行大佬吴楚之，功成名就后回归校园，却意外重生，睁开眼发现自己身处高考考场，而监考老师正神色不善的向他走来……,完结,Qidian,3340299,493837,3491900,4,0,30
诸界第一因,裴屠狗,玄幻,浩瀚的世界重新焕发生机，远去的神魔即将归来。,完结,Qidian,3929700,619118,675200,55,0,6
回到2002当医生,真熊初墨,都市,立志征服癌症、解决人间疾痛的周从文在推广粒子置入术的时候遭遇车祸，出师未捷身先死。但却阴差阳错，回到2002年，回到上一世刚参加工作，因为拒绝老主任的酒被PUA，人生跌入谷底的年代。,完结,Qidian,3451500,0,517700,0,0,15
我是一条龙,柳岸花又明,仙侠,我是一条龙，但不是被一条龙服务过，这是一个老实人被迫当狗男人的故事。,连载,Qidian,298300,0,148100,0,0,0
重生2011,独钓长江雪,都市,重生的许仁山，原本带着记忆购买了50倍的彩票，却与两亿巨款擦肩而过。,完结,Qidian,1768700,0,2700400,0,0,0
吕布的人生模拟器,会说话的胡子,历史,你相信吗？,完结,Qidian,2257800,0,326200,46,0,16
人族镇守使,白驹易逝,玄幻,重活一世，沈长青成为大秦镇魔司一员，此时恰逢妖魔乱世，诡怪猖獗——,连载,Qidian,11716000,737180,14990700,2094,0,784
精灵世界的底层训练家,说唱鸽,轻小说,【更新日万，月40万+！】,完结,Qidian,4629200,0,235600,51,0,0
我就是神！,历史里吹吹风,玄幻,五亿年前。,完结,Qidian,5455400,643264,2666500,79,0,50
公子别秀,荣小荣,玄幻,林秀一觉醒来，世界已经截然不同。,完结,Qidian,1502800,0,385600,10,0,19
朕就是亡国之君,吾谁与归,历史,正统十四年，朱祁钰在皇位上大梦初醒，睁开了眼睛。,完结,Qidian,4029700,0,200400,21,0,6
大奉打更人,卖报小郎君,仙侠,《大奉打更人》（第一卷）实体书已在天猫、当当、京东等全平台，以及各个实体书店发售。,完结,Qidian,3801000,9163535,9603700,1157,7,632
我用闲书成圣人,出走八万里,仙侠,开局一口棺材。,完结,Qidian,4191800,1288263,802099,137,0,49
讨逆,迪巴拉爵士,历史,史上最惨的造反。,完结,Qidian,6237200,0,622500,25,0,0
禁区之狐,林海听涛,体育,“胡莱先生，当今足坛像您这样只会进球的前锋生存空间越来越狭窄……但尽管如此，您还是取得了耀眼的成就，请问您的成功秘诀是什么呢？”,完结,Qidian,7828200,0,2047400,81,2,91
稳住别浪,跳舞,都市,天堂打烊，地狱满员。,完结,Qidian,3567200,0,2846800,95,1,215
我只想安静的做个苟道中人,爆炸小拿铁,仙侠,新书《接管地府后，我成了诡异头子》已经发布，幼苗求爱护~求收藏~月票~追读~,完结,Qidian,4792300,973315,835500,148,2,50
小阁老,三戒大师,历史,站在你面前的是：,完结,Qidian,5009000,687180,2480900,173,1,63
重返博浪人生,偷名,都市,(重要提醒：重度云写书式商业文，不喜勿入！！！),完结,Qidian,1826399,0,91100,0,0,0
加一个，我不太会打,葛洛夫街兄弟,体育,世纪初，OK横扫千军、活塞蓝领无敌、马刺单数年必胜、太阳快打旋风，篮球世界百家争鸣。李昂微微一笑，看着各位大哥：“加一个吧，我不太会打~”,完结,Qidian,3744800,0,230600,3,0,0
走进不科学,新手钓鱼人,科幻,（本书目前均定已过1.5万，高定50000+，欢迎入坑阅读）,完结,Qidian,4694800,0,397000,61,0,37
医路坦途,臧福生,都市,医学生张凡，获得未来医疗系统，平凡的生活开始变得无限精彩。QQ群782723204！欢迎来吹牛,连载,Qidian,8835600,0,2751800,3330,1,2041
影帝他不想当太监,江公子阿宝,都市,我以后再也不要做太监了！,完结,Qidian,3580700,0,712099,10,0,22
神秘之劫,文抄公,游戏,神秘复苏，诸神黎明，一定是好事么？,完结,Qidian,2880800,490780,587000,24,0,17
顶级气运，悄悄修炼千年,任我笑,仙侠,转世来到修仙世界，韩绝发现自己带着游戏属性，竟然可以摇骰子刷新灵根资质与先天气运。,完结,Qidian,2454300,823618,448800,77,0,75
长生志异,真愚老人,仙侠,长生天朝，天命九年。,完结,Qidian,2669400,0,404200,10,0,7
明克街13号,纯洁滴小龙,都市,我喜欢坐在夜晚空无一人的大街上，听着“他们”的窃窃私语，享受着“他们”的喧嚣。,完结,Qidian,5532000,2288504,3348500,315,0,84
星门,老鹰吃小鸡,玄幻,传说，在那古老的星空深处，伫立着一道血与火侵染的红色之门。,完结,Qidian,6478200,2714322,4447800,349,1,205
夜的命名术,会说话的肘子,都市,蓝与紫的霓虹中，浓密的钢铁苍穹下，数据洪流的前端，是科技革命之后的世界，也是现实与虚幻的分界。,完结,Qidian,3967400,6362120,7976100,614,8,309
这游戏也太真实了,晨星LL,科幻,这游戏也太真实了叭！,完结,Qidian,6920300,4513001,4855700,2615,6,1258
不科学御兽,轻泉流响,玄幻,新书《御兽之王》已上传！,完结,Qidian,4032900,3149370,2562600,247,1,194
我就是不按套路出牌,百分之七,轻小说,一场大战之后，漂亮师姐在你面前娇羞的抬起脸，并缓缓闭了眼睛，这时候你……,完结,Qidian,2595200,1250640,646200,67,1,50
轮回乐园,那一只蚊子,轻小说,苏晓签订轮回契约，进入各个世界执行任务。,连载,Qidian,14483100,3472519,14608800,8104,42,5890
黎明之剑,远瞳,科幻,高文穿越了，但穿越的时候稍微出了点问题。,完结,Qidian,6332700,1547495,12893699,3009,11,1008
深空彼岸,辰东,都市,浩瀚的宇宙中，一片星系的生灭，也不过是刹那的斑驳流光。,完结,Qidian,5341799,3908431,9812000,505,0,532
这个明星很想退休,幼儿园一把手,都市,那一年，整个文娱行业的发展，开始进入到停滞不前的状态，甚至隐隐有行业倒退迹象。,完结,Qidian,2854600,638328,1858700,30,2,65
长夜余火,爱潜水的乌贼,玄幻,灰土上所有人都相信，埋葬在危险和饥荒中的某个遗迹深处，有通往新世界的道路，只要能找到一把独特的钥匙，打开那扇门，就能进入新世界。,完结,Qidian,2812500,1712664,7837900,227,0,242
大梦主,忘语,仙侠,一个从小体弱多病的富商之子，在寻求续命之法时，意外走上了修仙登天之路！,完结,Qidian,4367500,1077642,31267199,30,0,37
我的治愈系游戏,我会修空调,悬疑,警察同志，如果我说这是一款休闲治愈系游戏，你们信吗？,完结,Qidian,3265400,3502502,2901100,492,1,420
超级宗门：我的宗门建筑可升级,飞雀夺杯,玄幻,【高订两万作品，放心阅读】,完结,Qidian,3495800,0,220000,0,0,0
镜面管理局,横扫天涯,玄幻,空中出现一面映照世间万物的镜子，除了没生命的物体，剩下的都是怪物。,完结,Qidian,1657300,0,1745000,0,0,0
赤心巡天,情何以甚,仙侠,（《赤心巡天》实体书已在全网发售。）,连载,Qidian,10427800,3871039,7446200,29496,36,11500
术师手册,听日,轻小说,1668年，我所在的城市被评为全国治安最好的地区。,完结,Qidian,4364300,1260176,1052400,318,2,108
顶级气运，悄悄修炼千年,任我笑,仙侠,转世来到修仙世界，韩绝发现自己带着游戏属性，竟然可以摇骰子刷新灵根资质与先天气运。,完结,Qidian,2454300,823618,448800,77,0,75
艾泽拉斯阴影轨迹,帅犬弗兰克,游戏,（新书《我的玩家好凶猛》、《美漫世界黎明轨迹》已经上传，欢迎移步赏读~）,完结,Qidian,8647500,0,380700,55,0,21
重生之似水流年,苍山月,都市,一个伤痕累累的中年灵魂倒退回时光里，拥抱98年的斑驳阳光。,完结,Qidian,3846200,1046508,1109200,196,3,158
镇妖博物馆,阎ZK,悬疑,世之反常为妖,完结,Qidian,5053900,3892370,1230000,126,2,180
全职艺术家,我最白,都市,“音乐、影视、绘画、书法、雕塑、文学……”,完结,Qidian,3599900,819142,2452100,91,0,157
神话版三国,坟土荒草,历史,陈曦看着将一块数百斤巨石撇出去的士卒，无语望苍天，这真的是东汉末年？,连载,Qidian,23244699,1120081,11325600,8591,16,6501
宇宙职业选手,我吃西红柿,科幻,继《莽荒纪》《吞噬星空》《盘龙》《雪鹰领主》《星辰变》等之后，番茄的第11本小说。,完结,Qidian,2000400,1530543,2851500,115,1,144
女主从书里跑出来了怎么办,姬叉,都市,楚戈是个后宫文写手。,完结,Qidian,1449600,598379,460000,81,2,91
东晋北府一丘八,指云笑天道1,历史,历史的车轮滚过波澜壮阔的三国时代，中原大地迎来了百年未遇的和平，人们都以为盛世即将来临，可谁都没想到，等来的却是一场汉人永远也不愿面对的千年恶梦。,完结,Qidian,11849000,758856,1053900,0,0,37
天启预报,风月,奇幻,“我想要挨一顿毒打……”,完结,Qidian,6297600,3042161,2200600,926,1,207
什么叫六边形打野啊,这很科学啊,游戏,{英雄联盟电竞文},完结,Qidian,5339000,606508,361900,18,0,0
朕,王梓钧,历史,回到明末，沦落为奴。,完结,Qidian,3467400,1418525,1503000,141,2,56
我用闲书成圣人,出走八万里,仙侠,开局一口棺材。,完结,Qidian,4191800,1288263,802099,137,0,49
诸界第一因,裴屠狗,玄幻,浩瀚的世界重新焕发生机，远去的神魔即将归来。,完结,Qidian,3929700,619118,675200,55,0,6
人族镇守使,白驹易逝,玄幻,重活一世，沈长青成为大秦镇魔司一员，此时恰逢妖魔乱世，诡怪猖獗——,连载,Qidian,11716000,737180,14990700,2094,0,784
公子别秀,荣小荣,玄幻,林秀一觉醒来，世界已经截然不同。,完结,Qidian,1502800,0,385600,10,0,19
